smoking,gender,age,education,weight,height,bmi
no,female,61,Some college / AA,93.9,160.0,36.7
no,female,52,9-11th grade,59.7,158.9,23.6
yes,female,46,Some college / AA,79.9,164.9,29.4
no,female,73,College or above,65.7,162.3,24.9
yes,female,80,HS or GED,83.5,158.1,33.4
no,male,22,HS or GED,67.4,170.4,23.2
yes,female,32,Some college / AA,65.1,168.0,23.1
no,male,45,College or above,67.7,182.0,20.4
yes,female,61,HS or GED,78.2,157.9,31.4
yes,female,67,HS or GED,77.0,154.6,32.2
no,female,48,College or above,88.4,163.3,33.1
no,female,18,Some college / AA,55.3,163.2,20.8
yes,male,53,Some college / AA,76.1,171.2,26.0
yes,female,51,Some college / AA,70.9,165.6,25.9
yes,male,57,College or above,75.7,159.3,29.8
no,female,47,9-11th grade,101.8,165.3,37.3
no,female,45,Some college / AA,92.2,161.3,35.4
no,male,38,9-11th grade,66.4,179.3,20.7
yes,male,32,9-11th grade,103.7,179.0,32.4
no,male,35,9-11th grade,85.8,180.4,26.4
no,female,66,Some college / AA,101.1,166.0,36.7
no,female,28,College or above,77.9,163.5,29.1
yes,male,40,HS or GED,114.4,174.1,37.7
no,female,43,College or above,130.9,174.5,43.0
yes,male,49,HS or GED,68.6,175.9,22.2
no,male,30,HS or GED,96.8,164.7,35.7
no,male,30,HS or GED,74.7,181.4,22.7
yes,male,26,HS or GED,97.6,182.3,29.4
yes,female,26,9-11th grade,73.3,173.1,24.5
yes,male,77,HS or GED,66.7,170.9,22.8
no,male,52,College or above,81.3,182.2,24.5
yes,female,60,Some college / AA,72.2,157.6,29.1
yes,female,30,College or above,81.34267560889516,166.1428344791116,29.382197103497
yes,male,24,Some college / AA,77.9,167.0,27.9
no,female,41,College or above,103.0,162.5,39.0
no,female,78,Some college / AA,118.1,167.4,42.1
no,male,48,College or above,83.3,169.2,29.1
no,female,68,HS or GED,51.2,148.1,23.3
no,female,64,College or above,60.9,159.4,24.0
yes,female,43,Some college / AA,58.3,163.0,21.9
no,female,35,9-11th grade,55.3,158.3,22.1
no,female,57,College or above,83.1,162.0,31.7
no,female,22,HS or GED,59.2,161.5,22.7
yes,male,48,Some college / AA,129.6,183.6,38.4
yes,male,76,Some college / AA,105.5,178.1,33.3
no,female,18,Some college / AA,119.1,165.3,43.6
no,female,28,Some college / AA,69.4,163.2,26.1
yes,male,31,9-11th grade,106.1,186.6,30.5
no,female,60,9-11th grade,50.4,151.9,21.8
no,female,63,HS or GED,85.4,148.1,38.9
yes,male,54,Some college / AA,96.1,169.1,33.6
no,female,26,HS or GED,76.8,156.3,31.4
yes,female,37,HS or GED,100.9,172.1,34.1
yes,male,68,HS or GED,97.3,179.2,30.3
yes,female,68,HS or GED,76.8,155.3,31.8
no,female,29,College or above,57.6,157.7,23.2
yes,female,58,Some college / AA,86.6,166.1,31.4
yes,male,80,HS or GED,81.3,182.6,24.4
no,female,19,Some college / AA,46.3,162.8,17.5
no,female,43,College or above,87.7,165.5,32.0
yes,male,47,Some college / AA,89.0,182.3,26.8
no,female,25,HS or GED,54.4,155.6,22.5
yes,female,20,Some college / AA,88.1,169.7,30.6
yes,female,50,Some college / AA,51.9,154.8,21.7
yes,male,76,College or above,97.6,177.3,31.0
yes,female,36,9-11th grade,112.8,165.3,41.3
no,female,18,Some college / AA,72.3,162.2,27.5
no,male,61,Some college / AA,80.4,170.6,27.6
no,male,49,College or above,74.6,186.8,21.4
yes,female,51,9-11th grade,53.9,155.0,22.4
yes,male,60,HS or GED,99.4,164.4,36.8
no,female,69,9-11th grade,69.7,149.8,31.1
no,female,78,9-11th grade,62.8,155.6,25.9
yes,male,26,Some college / AA,100.3,183.5,29.8
no,male,34,College or above,81.1,161.8,31.0
yes,male,52,Some college / AA,119.4,176.1,38.5
yes,male,67,HS or GED,81.34267560889516,166.1428344791116,29.382197103497
yes,male,34,HS or GED,101.2,171.5,34.4
yes,male,58,9-11th grade,63.2,159.6,24.8
yes,male,62,Some college / AA,78.0,171.5,26.5
yes,female,39,Some college / AA,59.9,171.4,20.4
no,male,67,Some college / AA,83.1,175.3,27.0
yes,male,55,HS or GED,112.2,169.6,39.0
no,male,70,HS or GED,70.6,170.3,24.3
yes,male,57,College or above,62.5,163.1,23.5
no,female,26,HS or GED,51.3,153.5,21.8
yes,male,70,HS or GED,104.3,172.5,35.1
no,male,49,9-11th grade,110.0,181.3,33.5
yes,male,80,Some college / AA,86.4,170.2,29.8
no,female,74,College or above,75.8,153.4,32.2
yes,female,23,Some college / AA,52.0,158.0,20.8
no,female,41,HS or GED,81.5,144.5,39.0
no,female,36,Some college / AA,54.5,157.0,22.1
yes,male,70,9-11th grade,96.6,173.0,32.3
no,male,21,Some college / AA,55.5,167.4,19.8
yes,female,68,HS or GED,62.1,159.4,24.4
yes,male,26,College or above,60.4,174.0,19.9
yes,female,61,9-11th grade,94.3,161.3,36.2
no,female,22,HS or GED,56.8,155.4,23.5
yes,male,63,HS or GED,71.4,171.6,24.2
no,female,29,9-11th grade,62.3,156.8,25.3
yes,male,24,9-11th grade,70.3,167.3,25.1
no,male,65,College or above,81.3,170.9,27.8
no,male,41,College or above,89.3,190.2,24.7
no,female,49,College or above,77.3,157.3,31.2
yes,male,21,HS or GED,82.7,174.2,27.3
yes,female,22,Some college / AA,70.2,171.6,23.8
yes,male,37,College or above,107.2,178.2,33.8
no,male,78,College or above,58.7,166.8,21.1
yes,male,65,9-11th grade,82.1,169.7,28.5
no,female,39,Some college / AA,87.3,157.8,35.1
yes,male,35,HS or GED,73.3,178.4,23.0
no,male,65,College or above,70.0,177.5,22.2
yes,female,24,Some college / AA,54.5,157.9,21.9
no,female,31,College or above,72.6,169.2,25.4
no,female,31,Some college / AA,85.9,160.9,33.2
yes,male,35,Some college / AA,98.4,169.4,34.3
no,female,25,9-11th grade,60.5,148.3,27.5
yes,male,45,HS or GED,131.2,177.8,41.5
yes,female,72,Some college / AA,63.5,156.8,25.8
yes,female,47,9-11th grade,98.4,158.3,39.3
no,female,50,College or above,85.7,149.4,38.4
yes,male,53,HS or GED,78.0,163.6,29.1
no,female,44,Some college / AA,62.2,150.3,27.5
no,female,31,HS or GED,63.9,165.5,23.3
yes,female,26,Some college / AA,59.0,161.2,22.7
no,female,66,College or above,88.5,166.4,32.0
yes,male,29,Some college / AA,95.3,177.7,30.2
yes,female,53,9-11th grade,77.0,151.0,33.8
yes,male,54,9-11th grade,81.8,171.9,27.7
no,female,80,College or above,75.2,169.1,26.3
no,female,29,Some college / AA,66.3,148.4,30.1
no,male,19,Some college / AA,61.5,172.4,20.7
yes,female,66,HS or GED,75.1,156.9,30.5
no,female,20,Some college / AA,52.5,154.3,22.1
no,male,48,HS or GED,73.2,163.6,27.3
yes,male,33,Some college / AA,114.7,179.0,35.8
yes,female,67,Some college / AA,96.2,169.9,33.3
no,female,29,HS or GED,68.8,150.6,30.3
yes,female,53,Some college / AA,60.4,163.9,22.5
no,female,36,Some college / AA,52.9,156.9,21.5
no,female,38,HS or GED,66.1,167.6,23.5
no,male,60,HS or GED,62.9,167.7,22.4
no,male,55,HS or GED,106.7,158.3,42.6
yes,male,34,Some college / AA,81.3,167.9,28.8
no,female,71,College or above,105.1,157.7,42.3
no,female,20,HS or GED,57.6,157.3,23.3
no,male,25,HS or GED,62.2,171.2,21.2
no,female,43,Some college / AA,70.7,166.3,25.6
no,male,42,College or above,60.0,166.9,21.5
no,male,80,Some college / AA,55.8,158.4,22.2
yes,male,52,Some college / AA,105.4,169.2,36.8
yes,male,26,Some college / AA,69.2,174.1,22.8
yes,male,65,HS or GED,63.2,169.9,21.9
yes,female,65,Some college / AA,81.5,167.5,29.0
yes,male,31,HS or GED,90.5,171.9,30.6
yes,male,75,Some college / AA,96.6,174.2,31.8
yes,male,47,9-11th grade,87.5,183.6,26.0
no,female,35,Some college / AA,67.1,164.8,24.7
no,female,48,Some college / AA,93.8,155.5,38.8
no,male,19,Some college / AA,94.2,169.8,32.7
no,female,29,College or above,122.4,171.2,41.8
yes,female,55,HS or GED,67.0,160.7,25.9
no,female,66,Some college / AA,48.2,151.9,20.9
yes,female,52,HS or GED,66.2,176.0,21.4
yes,male,32,Some college / AA,101.3,177.4,32.2
no,male,80,9-11th grade,73.7,166.4,26.6
yes,female,55,HS or GED,52.6,159.2,20.8
no,female,52,College or above,74.2,161.8,28.3
no,female,43,Some college / AA,104.9,161.9,40.0
yes,female,71,Some college / AA,94.1,159.9,36.8
no,male,23,Some college / AA,87.3,172.7,29.3
yes,female,53,HS or GED,67.1,160.3,26.1
yes,female,70,HS or GED,94.1,154.5,39.4
yes,female,22,Some college / AA,83.5,157.0,33.9
no,male,57,Some college / AA,67.5,167.0,24.2
no,female,27,Some college / AA,60.6,169.5,21.1
yes,male,59,HS or GED,114.4,176.4,36.8
yes,male,38,HS or GED,72.1,169.7,25.0
no,male,18,Some college / AA,83.4,171.7,28.3
no,male,62,HS or GED,99.5,177.2,31.7
yes,female,80,9-11th grade,53.6,143.8,25.9
yes,male,46,Some college / AA,97.3,177.2,31.0
no,female,26,College or above,61.2,170.2,21.1
yes,female,69,College or above,61.2,150.5,27.0
no,male,52,College or above,75.0,183.9,22.2
no,female,80,Some college / AA,80.0,163.4,30.0
yes,male,78,College or above,116.5,180.8,35.6
yes,male,50,9-11th grade,104.7,184.2,30.9
yes,male,35,HS or GED,101.0,175.8,32.7
no,female,20,Some college / AA,68.7,165.6,25.1
no,female,18,Some college / AA,61.7,164.3,22.9
yes,male,69,9-11th grade,92.5,172.8,31.0
yes,female,55,HS or GED,73.5,152.9,31.4
no,female,22,Some college / AA,58.5,157.4,23.6
yes,male,48,Some college / AA,100.1,173.6,33.2
no,male,68,College or above,110.5,180.9,33.8
yes,female,29,College or above,98.5,167.3,35.2
no,female,65,Some college / AA,68.5,158.1,27.4
yes,male,78,9-11th grade,85.5,176.4,27.5
no,female,19,Some college / AA,75.6,154.1,31.8
no,female,65,College or above,105.7,163.4,39.6
yes,female,46,HS or GED,72.1,157.8,29.0
no,female,45,Some college / AA,105.3,171.3,35.9
yes,male,68,HS or GED,92.3,184.8,27.0
no,male,30,College or above,68.8,169.2,24.0
no,female,74,Some college / AA,80.3,158.2,32.1
no,female,23,Some college / AA,63.9,156.3,26.2
no,male,20,Some college / AA,112.7,184.9,33.0
no,male,69,HS or GED,99.2,173.8,32.8
no,male,32,HS or GED,92.9,181.8,28.1
no,male,45,College or above,83.2,163.1,31.3
yes,female,60,HS or GED,67.9,158.3,27.1
no,female,42,HS or GED,75.0,150.9,32.9
yes,male,71,College or above,118.1,184.5,34.7
no,female,63,HS or GED,75.5,158.9,29.9
yes,male,48,Some college / AA,66.6,168.4,23.5
no,female,59,Some college / AA,68.9,166.5,24.9
yes,male,62,Some college / AA,66.7,164.6,24.6
no,male,49,College or above,62.8,167.6,22.4
yes,male,79,9-11th grade,80.6,165.5,29.4
no,female,43,Some college / AA,98.7,158.6,39.2
yes,male,43,Some college / AA,92.2,177.6,29.2
no,male,45,College or above,87.3,180.6,26.8
yes,female,37,College or above,75.8,145.9,35.6
no,female,21,HS or GED,85.9,164.4,31.8
no,female,75,College or above,46.1,157.9,18.5
yes,male,59,9-11th grade,91.9,178.0,29.0
no,female,51,Some college / AA,56.5,154.5,23.7
no,female,38,HS or GED,104.6,153.2,44.6
yes,female,45,HS or GED,111.2,166.4,40.2
no,male,22,Some college / AA,81.4,178.7,25.5
no,male,43,Some college / AA,91.5,176.0,29.5
no,male,78,9-11th grade,78.6,171.0,26.9
no,male,58,College or above,69.0,163.9,25.7
yes,female,20,Some college / AA,55.0,162.7,20.8
no,female,66,9-11th grade,56.9,156.5,23.2
yes,male,32,HS or GED,115.7,177.9,36.6
no,female,49,College or above,71.0,159.7,27.8
yes,female,52,HS or GED,78.8,165.0,28.9
no,male,31,College or above,96.0,168.9,33.7
yes,female,62,Some college / AA,67.8,163.7,25.3
no,female,80,9-11th grade,95.2,153.6,40.4
yes,female,21,HS or GED,80.4,166.7,28.9
yes,female,60,Some college / AA,92.7,161.2,35.7
no,female,80,HS or GED,62.2,148.6,28.2
yes,female,55,HS or GED,81.2,155.4,33.6
no,male,22,HS or GED,56.0,159.6,22.0
no,female,18,Some college / AA,49.3,159.3,19.4
yes,female,32,College or above,75.7,169.9,26.2
no,male,25,HS or GED,85.0,171.9,28.8
yes,male,18,Some college / AA,69.3,170.9,23.7
yes,female,23,HS or GED,78.3,162.3,29.7
no,male,18,Some college / AA,98.6,176.0,31.8
yes,male,34,HS or GED,103.0,171.0,35.2
no,female,24,College or above,75.0,157.0,30.4
no,female,33,College or above,71.0,160.6,27.5
no,female,65,College or above,53.2,150.7,23.4
yes,female,35,Some college / AA,104.4,165.3,38.2
yes,male,27,College or above,75.3,176.7,24.1
no,male,80,Some college / AA,63.5,163.4,23.8
yes,male,71,HS or GED,80.7,172.4,27.2
no,female,31,College or above,50.7,161.6,19.4
yes,female,30,Some college / AA,90.2,165.5,32.9
no,male,31,Some college / AA,99.9,158.9,39.6
no,female,26,College or above,43.7,149.5,19.6
no,female,41,9-11th grade,61.1,152.9,26.1
no,male,32,Some college / AA,83.6,172.7,28.0
no,female,21,Some college / AA,84.1,160.1,32.8
yes,female,75,9-11th grade,94.0,167.2,33.6
no,female,65,HS or GED,86.3,156.3,35.3
yes,male,75,HS or GED,78.3,172.5,26.3
yes,male,80,9-11th grade,74.3,169.2,26.0
no,female,36,College or above,67.7,171.7,23.0
no,male,28,College or above,62.1,162.5,23.5
yes,female,68,9-11th grade,48.3,147.3,22.3
no,female,47,9-11th grade,123.8,173.3,41.2
no,male,26,College or above,65.4,170.9,22.4
no,female,31,HS or GED,49.5,155.3,20.5
no,female,34,Some college / AA,74.9,166.6,27.0
no,female,45,Some college / AA,86.2,173.6,28.6
no,female,66,College or above,64.5,159.5,25.4
yes,male,64,College or above,62.8,161.8,24.0
yes,female,48,HS or GED,68.2,158.6,27.1
yes,female,80,9-11th grade,85.0,154.7,35.5
yes,male,74,College or above,72.5,179.2,22.6
no,female,53,Some college / AA,58.4,161.0,22.5
yes,female,42,9-11th grade,64.5,162.0,24.6
no,female,55,College or above,105.2,174.5,34.5
yes,male,68,HS or GED,85.8,183.4,25.5
yes,female,70,College or above,70.1,168.0,24.8
no,female,66,9-11th grade,67.6,157.9,27.1
yes,male,67,HS or GED,95.5,175.5,31.0
yes,female,46,Some college / AA,54.1,146.7,25.1
yes,male,71,Some college / AA,109.8,181.5,33.3
yes,male,63,9-11th grade,57.4,162.6,21.7
yes,male,68,9-11th grade,66.6,170.3,23.0
no,female,30,HS or GED,83.1,163.4,31.1
no,female,44,Some college / AA,75.6,156.6,30.8
no,male,77,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
no,female,18,Some college / AA,66.3,160.3,25.8
yes,male,51,HS or GED,88.7,178.1,28.0
no,female,32,Some college / AA,67.3,148.0,30.7
no,male,56,Some college / AA,80.3,160.1,31.3
yes,male,34,HS or GED,123.7,188.5,34.8
no,male,23,HS or GED,68.0,165.7,24.8
no,male,22,College or above,82.8,175.9,26.8
yes,male,78,9-11th grade,54.5,167.9,19.3
yes,male,62,9-11th grade,115.5,179.4,35.9
no,female,22,Some college / AA,71.9,164.5,26.6
no,female,80,College or above,84.0,157.5,33.9
no,male,43,Some college / AA,87.3,168.3,30.8
no,female,34,Some college / AA,58.0,151.2,25.4
yes,female,61,Some college / AA,93.9,157.9,37.7
no,female,66,HS or GED,69.6,154.3,29.2
no,female,75,College or above,53.2,159.1,21.0
no,female,18,Some college / AA,57.4,160.6,22.3
no,female,50,Some college / AA,107.8,157.8,43.3
no,female,60,Some college / AA,76.8,155.5,31.8
no,female,21,Some college / AA,122.7,167.9,43.5
no,female,59,HS or GED,105.1,158.3,41.9
no,female,80,Some college / AA,92.4,157.0,37.5
no,female,32,College or above,65.5,153.7,27.7
no,female,71,Some college / AA,81.3,160.2,31.7
no,female,50,9-11th grade,97.5,158.6,38.8
yes,male,45,Some college / AA,90.8,173.6,30.1
no,female,40,College or above,66.4,170.9,22.7
no,female,77,Some college / AA,84.9,156.0,34.9
no,male,35,Some college / AA,70.5,171.9,23.9
no,female,25,College or above,72.0,163.5,26.9
yes,female,63,Some college / AA,76.7,157.0,31.1
no,male,20,9-11th grade,93.4,175.5,30.3
no,female,74,College or above,68.7,158.7,27.3
yes,male,74,Some college / AA,73.1,174.2,24.1
no,female,18,Some college / AA,56.9,171.7,19.3
yes,female,64,HS or GED,54.2,154.7,22.6
no,male,27,College or above,73.7,179.5,22.9
no,female,75,Some college / AA,84.3,155.3,35.0
no,male,70,HS or GED,81.1,179.0,25.3
no,female,24,HS or GED,59.1,155.3,24.5
yes,male,38,9-11th grade,88.0,172.0,29.7
yes,male,73,College or above,84.8,169.0,29.7
no,male,21,Some college / AA,70.0,170.7,24.0
no,female,72,Some college / AA,84.1,155.3,34.9
no,female,18,Some college / AA,40.4,143.0,19.8
yes,female,42,Some college / AA,107.2,161.5,41.1
yes,male,61,HS or GED,101.0,163.8,37.6
yes,male,33,College or above,116.3,181.1,35.5
yes,male,73,Some college / AA,84.9,169.0,29.7
yes,male,50,HS or GED,82.2,171.2,28.0
no,female,62,College or above,47.1,150.0,20.9
no,female,48,Some college / AA,68.9,170.5,23.7
no,male,47,Some college / AA,114.2,179.1,35.6
yes,female,80,Some college / AA,75.8,158.6,30.1
yes,male,52,9-11th grade,109.5,173.9,36.2
yes,female,49,College or above,83.2,163.7,31.0
no,male,25,College or above,50.0,160.7,19.4
no,male,29,HS or GED,110.4,178.5,34.6
no,female,18,Some college / AA,75.4,154.7,31.5
yes,male,74,College or above,94.3,174.4,31.0
yes,male,63,9-11th grade,77.2,181.3,23.5
no,female,21,Some college / AA,61.4,167.3,21.9
no,female,18,Some college / AA,37.0,150.9,16.2
no,male,33,College or above,67.3,167.0,24.1
yes,male,30,HS or GED,105.1,183.8,31.1
no,female,20,HS or GED,39.0,154.2,16.4
no,female,37,College or above,84.2,171.2,28.7
no,female,55,HS or GED,105.5,154.1,44.4
yes,female,53,College or above,72.3,167.8,25.7
no,female,19,Some college / AA,53.3,146.7,24.8
no,female,72,HS or GED,73.0,148.0,33.3
no,male,80,College or above,90.5,184.8,26.5
no,female,35,HS or GED,65.6,165.8,23.9
yes,female,62,Some college / AA,71.9,153.2,30.6
no,male,42,Some college / AA,121.6,186.6,34.9
no,female,20,HS or GED,54.2,170.3,18.7
yes,male,80,Some college / AA,80.7,173.9,26.7
no,male,46,College or above,94.5,171.6,32.1
yes,male,57,College or above,83.4,174.9,27.3
no,male,52,Some college / AA,62.4,163.7,23.3
yes,female,69,Some college / AA,105.6,166.5,38.1
yes,male,31,College or above,72.2,172.8,24.2
no,male,18,Some college / AA,90.4,167.9,32.1
yes,female,75,Some college / AA,51.6,162.3,19.6
no,male,67,Some college / AA,85.8,171.9,29.0
yes,female,43,Some college / AA,50.4,159.0,19.9
no,male,33,HS or GED,88.0,174.9,28.8
no,female,27,College or above,57.5,159.8,22.5
yes,female,34,College or above,49.7,158.8,19.7
no,female,24,HS or GED,56.9,159.0,22.5
no,male,54,College or above,62.3,172.0,21.1
yes,female,36,9-11th grade,54.6,154.7,22.8
yes,male,62,Some college / AA,58.5,175.8,18.9
no,female,58,College or above,59.3,159.4,23.3
no,male,38,HS or GED,107.8,179.6,33.4
yes,male,78,Some college / AA,81.34267560889516,166.1428344791116,29.382197103497
yes,male,78,HS or GED,116.7,177.9,36.9
yes,male,45,HS or GED,128.4,183.9,38.0
no,female,63,HS or GED,70.4,161.8,26.9
no,male,22,Some college / AA,87.9,183.4,26.1
yes,female,32,Some college / AA,111.4,165.2,40.8
no,male,80,College or above,88.3,176.2,28.4
no,male,65,Some college / AA,78.7,164.5,29.1
yes,male,32,9-11th grade,101.8,166.8,36.6
yes,female,69,College or above,71.9,159.8,28.2
yes,male,61,College or above,97.2,171.6,33.0
yes,male,67,Some college / AA,71.9,171.0,24.6
no,male,66,Some college / AA,64.9,162.6,24.5
no,female,25,College or above,44.6,160.1,17.4
yes,female,32,9-11th grade,48.4,154.0,20.4
no,female,77,Some college / AA,74.0,160.6,28.7
no,female,40,HS or GED,83.5,150.8,36.7
no,male,46,College or above,94.4,170.4,32.5
no,female,28,9-11th grade,46.3,159.8,18.1
no,female,41,College or above,68.3,166.7,24.6
yes,male,33,Some college / AA,103.3,177.3,32.9
no,female,52,Some college / AA,81.2,154.2,34.1
yes,female,52,HS or GED,55.4,168.7,19.5
no,male,66,HS or GED,115.0,173.7,38.1
yes,male,64,HS or GED,75.7,179.4,23.5
no,male,80,College or above,76.3,173.9,25.2
no,female,60,Some college / AA,74.4,161.8,28.4
no,male,30,Some college / AA,84.8,164.3,31.4
yes,female,66,Some college / AA,85.2,168.2,30.1
yes,male,78,HS or GED,81.8,175.9,26.4
no,female,34,College or above,48.0,154.3,20.2
yes,female,60,HS or GED,70.6,159.6,27.7
no,male,60,College or above,83.8,168.5,29.5
yes,female,51,HS or GED,101.0,151.3,44.1
yes,female,60,HS or GED,57.7,165.4,21.1
yes,female,70,HS or GED,85.6,166.8,30.8
no,female,60,Some college / AA,80.4,167.0,28.8
no,male,69,Some college / AA,77.9,164.7,28.7
yes,male,78,Some college / AA,81.34267560889516,169.5,29.382197103497
no,female,50,Some college / AA,60.7,146.1,28.4
no,female,51,College or above,76.9,160.3,29.9
no,female,64,Some college / AA,75.7,157.3,30.6
yes,male,42,9-11th grade,76.9,169.7,26.7
no,female,58,9-11th grade,59.6,156.7,24.3
no,male,27,College or above,67.5,171.3,23.0
no,female,43,Some college / AA,78.3,155.7,32.3
yes,male,58,HS or GED,89.3,172.9,29.9
no,female,54,HS or GED,78.6,150.1,34.9
no,female,80,9-11th grade,54.1,163.7,20.2
yes,male,53,HS or GED,99.2,185.3,28.9
no,female,61,9-11th grade,71.1,165.0,26.1
no,male,43,HS or GED,102.8,188.3,29.0
no,male,19,Some college / AA,78.3,169.2,27.4
no,female,19,Some college / AA,56.0,162.0,21.3
yes,female,35,HS or GED,100.5,168.4,35.4
no,female,37,Some college / AA,79.7,158.7,31.6
yes,female,32,Some college / AA,61.0,164.5,22.5
